0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
15,-407,16,-935,-57,-830,163,-204,347,-241,16,-388,200,-315,310,-131,1775,-442,121
191,-301,89,-794,16,-719,163,-167,384,-204,200,-278,273,-204,310,-57,1740,-336,156
85,-371,16,-829,16,-719,200,-131,347,-94,-20,-278,200,-241,273,-204,1564,-371,191
50,-266,16,-688,52,-609,163,-94,236,-57,163,-241,200,-167,126,-20,1423,-231,156
85,-266,126,-618,89,-535,163,-57,236,-20,200,-167,236,-167,200,52,1212,-266,121
-125,-407,-20,-723,-20,-646,89,-167,200,-167,-20,-241,126,-241,52,-57,1001,-336,50
15,-266,89,-583,52,-572,126,-167,310,-94,200,-167,163,-167,52,-94,965,-301,50
-90,-336,52,-583,16,-535,126,-167,273,16,-20,-167,89,-204,89,-204,754,-266,50
-125,-301,-20,-477,-57,-425,52,-94,273,16,52,-131,52,-167,126,-131,649,-195,15
50,-266,89,-442,16,-388,89,-20,384,89,126,-94,89,-94,236,-20,613,-231,121
-125,-407,-57,-477,-57,-388,52,-57,310,52,-57,-204,16,-241,89,-20,473,-266,15
15,-195,52,-371,-20,-278,-20,-57,200,-20,163,-131,52,-167,16,-20,473,-160,-19
15,-90,89,-231,16,-204,52,-20,200,-57,89,16,52,-57,16,-94,508,-55,15
-19,-19,52,-90,-57,-131,-20,16,163,-94,126,16,52,-20,-57,16,543,-19,-55
191,15,236,-55,52,-167,16,-20,200,-20,273,16,126,16,-20,52,578,-55,121
50,-160,200,-231,126,-204,163,-20,200,-94,52,16,126,-20,16,-57,437,-90,156
156,-55,236,-160,236,-131,236,52,273,-131,273,89,236,52,16,163,473,15,261
156,-19,310,-125,310,-57,310,89,310,52,163,89,200,-20,52,126,367,-19,261
50,15,200,-55,236,-57,236,52,273,200,89,89,126,-20,16,89,297,15,156
191,121,273,50,273,-20,200,16,310,236,273,89,236,-20,126,126,226,15,156
50,85,126,-19,126,-20,163,52,236,126,52,52,200,-20,200,-57,85,-19,50
226,332,126,121,89,52,52,89,163,52,236,200,236,163,126,52,156,121,85
437,437,310,191,200,89,163,89,126,-57,273,273,273,163,163,-57,156,85,156
402,402,236,191,200,126,163,89,52,16,236,273,273,200,163,16,156,226,121
719,613,420,402,273,273,163,163,126,200,457,310,347,236,163,384,121,261,121
543,473,236,226,126,200,126,200,163,163,126,200,200,89,126,384,-55,121,121
437,367,89,156,89,163,126,126,200,163,200,163,200,89,126,273,-90,191,156
508,297,200,191,200,163,236,163,310,310,236,200,236,126,236,126,-125,156,226
297,191,89,191,89,200,163,200,163,236,89,273,163,200,89,126,-266,191,121
437,367,200,402,89,347,52,200,89,89,310,347,200,273,126,310,-583,261,85
367,261,236,508,89,457,89,52,52,89,163,310,200,163,200,236,-1392,261,85
367,297,236,825,126,715,89,16,89,200,273,384,200,200,89,310,-2061,402,50
473,367,384,1001,273,862,163,89,236,310,347,420,236,236,89,236,-2131,473,156
191,191,200,789,163,825,200,163,310,236,89,310,126,163,126,89,-2061,402,156
261,261,236,789,200,825,273,236,420,310,273,310,163,200,273,236,-1920,437,226
191,121,200,684,163,788,347,273,531,347,89,236,89,126,310,200,-1815,367,261
121,121,126,684,126,752,273,236,494,273,52,273,52,163,200,126,-1603,437,191
332,261,347,789,273,752,310,200,457,420,273,347,163,273,273,163,-1357,473,261
156,156,273,719,273,715,310,200,347,531,89,310,126,163,273,200,-1357,402,156
226,226,273,754,273,715,200,236,273,494,310,347,163,200,236,420,-1146,437,191
261,191,347,684,347,641,273,236,384,457,236,273,163,200,273,310,-1040,297,261
156,226,200,649,236,604,236,236,384,494,126,310,89,273,200,163,-935,367,226
332,402,310,789,310,678,273,273,494,568,310,384,126,384,310,200,-829,402,226
156,261,163,649,200,641,273,273,420,531,52,347,52,273,310,273,-829,297,191
226,332,200,684,200,641,200,310,347,531,236,347,89,347,236,531,-653,437,191
297,297,273,684,236,678,236,347,347,531,236,347,89,347,310,420,-618,402,226
85,191,163,578,163,641,163,310,236,420,163,384,52,384,200,236,-512,437,191
297,332,347,649,310,678,200,347,273,420,384,384,163,420,163,310,-371,437,261
121,261,273,508,310,604,236,420,273,531,126,347,126,347,236,384,-407,402,297
85,402,200,508,273,641,273,531,310,604,236,384,126,457,273,531,-336,543,332
156,437,273,543,347,678,420,568,384,568,236,347,163,420,310,568,-301,437,367
-90,297,89,437,236,604,347,568,273,420,52,310,52,384,236,494,-266,508,261
85,473,200,613,273,678,236,568,200,420,347,420,200,531,310,457,-125,543,226
85,367,236,508,273,568,236,531,200,494,200,420,236,457,384,273,-19,473,297
156,437,273,578,273,604,273,531,200,494,310,457,273,494,273,457,85,543,297
367,578,347,649,384,641,310,604,163,568,347,568,310,568,236,641,156,613,367
191,543,200,578,310,678,310,678,126,531,126,568,236,531,236,531,121,649,297
297,613,273,649,384,678,310,641,163,568,347,604,347,641,310,568,226,684,332
297,508,347,508,420,604,420,604,273,568,236,531,310,494,347,457,156,473,297
191,508,236,473,310,531,273,568,200,568,236,494,273,457,236,457,191,473,191
332,613,347,543,310,531,273,531,236,604,310,531,273,531,273,494,226,473,261
156,437,163,402,163,494,236,531,236,494,52,457,126,457,273,420,156,402,191
226,508,200,473,163,531,163,531,163,568,273,604,163,641,200,604,261,508,191
226,578,236,508,200,531,200,531,89,604,163,641,126,604,200,494,191,437,121
50,543,89,473,89,494,89,494,52,568,89,604,126,568,200,531,191,473,121
226,684,273,543,273,568,200,568,163,641,310,641,273,641,310,604,261,578,297
85,543,200,473,310,604,347,641,200,678,89,641,236,641,273,457,226,543,297
121,578,200,543,310,604,347,641,236,715,236,641,273,641,200,531,332,578,297
226,578,273,508,347,568,420,604,347,715,236,568,347,568,347,494,297,473,297
