0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
50,-231,16,-231,16,-57,200,200,163,200,126,-977,126,273,310,89,-55,-195,85
332,156,457,261,494,310,310,16,310,52,347,273,384,310,384,126,226,367,332
332,156,457,261,494,310,310,16,310,52,347,273,384,310,384,126,226,367,332
156,191,310,226,310,310,236,126,200,89,200,273,236,200,236,89,156,332,191
156,226,200,297,89,310,52,16,89,-131,126,200,126,273,89,52,191,297,15
50,156,126,226,-20,273,89,16,52,-131,89,163,126,200,16,52,50,332,85
-19,226,126,261,16,236,89,16,89,-94,89,236,89,273,-57,52,121,261,15
50,261,126,261,52,236,52,-57,52,-131,52,310,89,310,-131,16,85,297,50
-19,191,89,191,52,273,52,16,16,-94,16,310,16,236,-167,52,15,332,85
50,191,89,297,89,310,16,-20,16,-57,-20,310,-20,273,-131,16,85,332,15
15,226,126,297,163,273,-20,163,-20,163,-57,273,-20,200,-94,52,-19,367,121
-19,297,89,261,200,200,-20,126,-57,89,-20,236,-20,163,-94,52,50,226,15
85,191,126,156,200,89,-57,-20,-20,-20,16,200,16,200,-94,52,50,156,85
15,85,89,50,200,52,126,163,126,163,-20,126,16,126,-20,163,50,156,226
50,85,89,121,126,126,126,273,163,236,-20,126,-20,200,16,163,156,156,121
85,121,126,156,126,163,126,384,126,384,16,126,16,200,52,200,85,226,261
121,121,126,121,163,126,273,457,236,457,126,126,89,163,163,200,156,121,297
332,50,236,85,236,52,347,310,347,310,200,52,163,126,273,126,191,50,367
297,15,273,-19,236,16,420,384,384,384,163,16,163,16,347,126,156,85,473
297,85,273,85,273,89,347,347,310,384,163,89,163,163,273,163,261,85,332
332,156,310,156,273,200,200,273,200,236,163,126,163,200,163,126,261,191,332
297,156,273,191,200,273,163,273,89,200,163,163,126,89,89,126,261,191,226
332,191,236,261,163,273,52,273,52,273,163,200,126,126,89,89,261,156,156
226,191,200,191,126,200,52,384,16,384,126,163,126,52,89,126,85,121,156
156,191,89,156,89,126,16,273,16,310,89,163,89,126,52,126,50,50,-55
121,156,89,156,52,163,52,273,89,310,89,163,89,163,16,163,-19,85,50
15,121,16,121,16,200,200,384,163,420,52,200,89,126,52,200,-19,121,85
50,191,16,191,89,236,163,347,200,420,89,200,89,236,89,236,50,156,15
50,226,52,156,126,236,236,420,236,420,126,200,126,163,89,310,15,191,156
85,156,52,156,163,200,310,347,310,310,200,163,163,163,163,273,85,121,50
191,85,126,156,200,126,236,200,310,163,236,126,236,163,163,200,50,156,85
121,50,126,85,200,163,273,200,236,163,200,126,200,126,163,163,50,191,85
156,156,126,156,236,236,200,126,236,126,200,200,163,310,126,163,191,156,50
121,191,163,156,236,273,273,236,347,310,126,236,163,273,200,236,156,226,261
85,156,163,191,236,310,384,420,384,457,126,273,163,236,236,273,191,226,261
191,191,236,261,273,310,273,347,347,347,200,236,200,236,236,273,191,261,261
121,156,200,156,200,273,273,310,273,236,200,200,200,163,200,273,121,261,191
121,156,89,156,52,236,163,200,163,126,200,163,163,236,163,236,121,191,-19
85,121,52,156,16,236,52,273,89,273,163,163,163,163,126,273,15,226,50
15,156,-20,156,52,236,52,384,16,384,126,236,126,126,52,236,15,191,50
50,121,52,191,126,273,-20,347,52,347,89,200,89,200,16,236,-19,226,85
-90,85,16,156,89,236,89,420,126,420,-20,163,16,126,52,236,-90,261,156
-125,156,-20,191,16,200,52,347,89,347,-57,163,-57,163,52,200,15,226,15
-55,191,-20,226,16,200,16,347,16,347,-57,163,-57,163,-20,236,-55,297,50
-160,156,-94,191,-20,236,-20,384,-20,384,-57,163,-57,163,-131,236,-90,226,15
-90,156,-57,226,-20,273,-131,310,-94,310,-20,163,-20,273,-167,200,-19,191,-90
-90,121,-57,191,-57,236,-131,384,-131,347,-20,126,16,126,-94,236,-19,226,15
-19,191,16,261,52,236,-94,347,-94,310,126,200,126,89,-20,273,156,191,15
191,226,200,261,236,236,16,273,52,310,236,163,273,126,89,236,226,156,226
191,156,236,121,273,126,200,310,200,347,310,163,310,89,200,200,261,85,367
332,156,310,156,347,126,200,273,236,273,347,200,347,236,273,163,367,156,332
367,156,347,156,420,200,236,200,200,163,347,200,384,200,310,126,332,297,402
332,191,347,226,420,236,200,52,126,16,384,200,384,200,273,89,402,261,226
402,226,384,261,384,236,89,-57,126,-94,420,163,384,200,273,89,367,332,226
297,191,310,156,420,236,236,16,163,-20,420,200,420,126,347,89,297,367,297
367,226,384,261,531,310,273,-94,236,-131,420,310,420,200,347,16,437,402,226
402,297,494,332,641,384,273,-167,310,-167,420,347,420,163,347,-20,437,543,402
367,332,568,402,678,420,347,-131,347,-167,420,347,420,200,310,-57,508,543,367
402,367,568,473,641,420,273,-204,310,-204,420,310,457,273,273,-94,473,543,297
261,367,494,367,531,384,273,-131,236,-167,384,310,420,200,200,-20,332,473,261
261,332,420,367,384,347,200,-167,163,-167,310,347,347,236,163,-20,332,332,121
226,226,347,297,236,273,200,-94,163,-94,236,273,273,200,200,52,191,332,226
85,156,200,226,163,236,200,-20,126,-131,163,200,200,126,163,52,121,226,121
50,191,163,261,89,200,16,-167,16,-204,89,163,89,236,89,89,85,191,-55
-55,191,52,156,16,163,16,-94,-20,-57,16,163,16,200,52,126,-55,156,-19
-90,121,-57,121,-57,52,16,-57,16,-57,-20,163,-57,236,52,89,15,-19,-160
-19,85,-57,50,-131,-20,-20,-57,16,-20,-20,126,-94,163,16,89,-19,-19,-90
-55,121,-57,15,-131,-20,16,16,52,16,16,89,-57,16,-20,89,50,-19,-55
85,156,52,85,-94,-20,-57,-57,-20,-20,52,89,16,89,-57,52,156,-19,-90
50,85,89,15,-57,-20,-57,89,-20,52,89,52,52,52,-57,52,156,15,85
85,121,126,85,-20,52,-20,200,16,200,126,89,89,126,-20,89,226,15,50
191,156,163,121,16,89,16,310,89,347,163,126,126,163,-20,163,191,15,156
50,156,52,50,-57,16,126,384,163,420,89,126,52,52,16,163,121,-19,191
85,191,52,121,-57,-20,163,273,236,310,52,126,52,89,89,89,191,-55,121
50,156,52,85,-20,16,200,347,236,384,52,89,52,16,200,126,121,50,261
15,191,52,121,16,89,200,384,200,457,89,126,89,89,163,200,156,50,191
121,226,126,191,52,126,126,384,200,420,126,163,89,163,163,236,156,121,191
121,156,163,85,89,52,236,420,236,420,200,126,126,-20,163,200,191,15,261
226,50,200,15,126,-94,163,236,200,200,200,52,126,-20,126,89,261,-160,121
191,15,163,-90,52,-167,126,200,126,200,126,16,89,-94,52,89,121,-160,156
85,15,16,-90,-20,-131,126,200,126,236,52,52,16,-94,16,52,121,-195,85
121,85,16,-19,-94,-57,89,200,126,236,52,52,16,16,52,89,121,-160,85
15,121,-20,-19,-57,-20,163,273,126,273,52,89,52,-20,126,126,85,-90,156
50,121,16,15,-20,16,126,163,126,200,89,126,89,126,126,126,191,-160,50
121,50,16,-19,-20,-20,126,163,163,200,89,52,52,52,89,126,85,-125,121
15,15,-57,-55,-94,-20,163,200,163,163,16,16,16,-57,89,126,85,-125,50
50,121,-20,85,-94,52,89,52,126,16,16,89,-20,16,126,89,121,-19,-19
15,191,-20,85,16,163,163,52,163,89,16,126,16,-20,163,89,50,121,121
50,191,16,121,52,163,163,52,163,126,52,163,52,89,200,163,156,85,50
121,156,52,121,52,163,163,163,200,200,126,126,89,126,200,236,121,191,156
85,156,52,85,89,163,236,236,200,200,163,126,126,52,163,236,156,121,121
191,191,126,121,163,126,52,52,89,52,163,126,126,163,126,163,261,50,15
191,156,163,85,200,126,52,126,89,200,163,126,163,89,126,163,226,85,191
156,121,126,121,200,163,163,200,200,200,163,163,163,163,163,163,297,50,191
191,85,200,121,200,126,163,163,200,126,163,163,163,200,200,163,226,50,261
121,50,126,15,163,89,200,200,163,200,200,200,200,163,163,200,191,50,297
191,121,126,121,163,89,163,236,163,273,200,200,163,236,126,236,226,15,226
191,121,126,85,126,52,163,384,126,420,126,163,126,126,89,310,85,85,332
121,156,52,85,126,16,126,384,89,347,89,200,89,163,89,273,121,85,191
191,191,89,156,126,89,52,236,52,236,52,236,52,236,89,200,85,121,156
121,191,52,156,126,163,126,273,89,310,89,236,89,126,89,200,50,191,191
