0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
50.0,-55.0,52.0,-336.0,236.0,16.0,-57.0,-94.0,-57.0,-167.0,-131.0,-94.0,-131.0,-241.0,-94.0,1414.0,437.0,-90.0,50.0
473.0,402.0,273.0,508.0,52.0,236.0,-167.0,200.0,-94.0,89.0,384.0,89.0,200.0,200.0,310.0,16.0,121.0,332.0,-19.0
226.0,226.0,126.0,297.0,-20.0,89.0,-167.0,163.0,-94.0,200.0,89.0,-131.0,-20.0,-57.0,-20.0,52.0,-266.0,121.0,-195.0
156.0,156.0,52.0,226.0,-20.0,-20.0,-204.0,52.0,-94.0,16.0,347.0,-131.0,200.0,-57.0,236.0,-57.0,50.0,226.0,-125.0
437.0,191.0,273.0,226.0,273.0,-20.0,126.0,16.0,52.0,89.0,457.0,-131.0,273.0,-57.0,347.0,-94.0,-160.0,50.0,-90.0
-125.0,-231.0,-94.0,-19.0,-20.0,-241.0,-278.0,-131.0,-167.0,-131.0,126.0,-315.0,-20.0,-204.0,16.0,-278.0,-301.0,-55.0,-195.0
85.0,-125.0,89.0,156.0,163.0,-57.0,-278.0,-20.0,16.0,-57.0,420.0,-131.0,273.0,16.0,347.0,-131.0,15.0,85.0,85.0
-90.0,-301.0,52.0,-19.0,126.0,-131.0,-167.0,-131.0,-57.0,-20.0,126.0,-241.0,52.0,-167.0,16.0,-167.0,-371.0,-231.0,-90.0
-301.0,-371.0,-57.0,-55.0,-57.0,-278.0,-167.0,-315.0,-131.0,-278.0,200.0,-204.0,89.0,-204.0,89.0,-351.0,-90.0,-90.0,-90.0
50.0,-125.0,163.0,85.0,200.0,-131.0,52.0,-241.0,89.0,-94.0,347.0,-94.0,200.0,-94.0,273.0,-241.0,-125.0,-90.0,-19.0
-407.0,-371.0,-167.0,-125.0,-167.0,-315.0,-278.0,-425.0,-131.0,-315.0,-20.0,-278.0,-131.0,-278.0,-57.0,-462.0,-407.0,-195.0,-301.0
-195.0,-195.0,-57.0,15.0,-94.0,-167.0,-241.0,-351.0,16.0,-278.0,310.0,-94.0,163.0,-57.0,310.0,-425.0,15.0,191.0,-90.0
-125.0,-266.0,16.0,-55.0,16.0,-167.0,-572.0,-315.0,-57.0,-131.0,126.0,-167.0,16.0,-131.0,16.0,-388.0,-160.0,156.0,-125.0
-301.0,-407.0,-131.0,-160.0,-167.0,-241.0,-1161.0,-462.0,-388.0,-425.0,16.0,-204.0,-57.0,-167.0,-57.0,-572.0,50.0,85.0,-125.0
156.0,-160.0,163.0,-19.0,52.0,-94.0,-315.0,-315.0,-94.0,-241.0,200.0,-94.0,89.0,-20.0,163.0,-315.0,15.0,-195.0,50.0
-266.0,-407.0,-94.0,-195.0,-204.0,-241.0,89.0,-315.0,-20.0,-131.0,-204.0,-278.0,-241.0,-278.0,-204.0,-351.0,-336.0,-371.0,-125.0
156.0,156.0,89.0,473.0,126.0,126.0,-57.0,52.0,52.0,-57.0,236.0,126.0,273.0,126.0,273.0,-20.0,402.0,367.0,156.0
261.0,156.0,236.0,437.0,273.0,126.0,89.0,52.0,126.0,16.0,126.0,89.0,200.0,89.0,126.0,52.0,191.0,156.0,121.0
-90.0,-125.0,52.0,297.0,16.0,-57.0,-204.0,-94.0,-94.0,-167.0,52.0,-20.0,89.0,-20.0,52.0,-20.0,297.0,191.0,85.0
367.0,50.0,420.0,402.0,310.0,89.0,52.0,52.0,89.0,16.0,420.0,89.0,384.0,89.0,384.0,163.0,437.0,226.0,226.0
121.0,-90.0,200.0,156.0,52.0,-94.0,-204.0,-94.0,-57.0,-57.0,16.0,-131.0,-20.0,-167.0,16.0,52.0,-19.0,-90.0,-125.0
261.0,85.0,163.0,261.0,-20.0,-57.0,-425.0,-57.0,-131.0,-131.0,273.0,-57.0,126.0,-20.0,236.0,-20.0,297.0,156.0,-55.0
508.0,226.0,384.0,332.0,163.0,16.0,-425.0,52.0,-131.0,16.0,273.0,-57.0,163.0,-20.0,126.0,-20.0,-19.0,15.0,-90.0
85.0,4802.0,89.0,4802.0,-2240.0,-0.0,-2432.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
226.0,261.0,163.0,402.0,163.0,52.0,-57.0,-57.0,-131.0,-241.0,-20.0,52.0,52.0,16.0,-20.0,-94.0,-19.0,15.0,-90.0
332.0,473.0,126.0,402.0,273.0,163.0,89.0,16.0,-57.0,-131.0,310.0,200.0,310.0,236.0,310.0,-20.0,297.0,191.0,156.0
437.0,543.0,273.0,543.0,494.0,200.0,310.0,163.0,16.0,200.0,163.0,236.0,236.0,163.0,89.0,126.0,121.0,121.0,226.0
85.0,367.0,52.0,367.0,236.0,16.0,16.0,16.0,-167.0,-20.0,16.0,126.0,89.0,52.0,-20.0,16.0,191.0,191.0,85.0
649.0,649.0,347.0,508.0,568.0,236.0,457.0,200.0,16.0,89.0,384.0,310.0,420.0,273.0,310.0,126.0,473.0,332.0,261.0
367.0,402.0,310.0,437.0,347.0,163.0,236.0,89.0,-241.0,16.0,16.0,163.0,89.0,89.0,-57.0,52.0,156.0,15.0,50.0
367.0,508.0,200.0,367.0,236.0,200.0,200.0,16.0,-425.0,-94.0,273.0,236.0,236.0,236.0,200.0,-20.0,437.0,191.0,85.0
578.0,578.0,420.0,473.0,420.0,310.0,384.0,126.0,-462.0,89.0,273.0,236.0,236.0,200.0,163.0,89.0,261.0,156.0,121.0
191.0,367.0,163.0,297.0,89.0,89.0,-20.0,-20.0,-830.0,-94.0,16.0,52.0,-20.0,52.0,-57.0,-57.0,121.0,121.0,-90.0
719.0,719.0,310.0,437.0,310.0,236.0,273.0,52.0,-646.0,-57.0,384.0,236.0,310.0,273.0,273.0,52.0,437.0,226.0,121.0
578.0,543.0,310.0,402.0,236.0,89.0,163.0,-57.0,-756.0,-20.0,16.0,126.0,16.0,52.0,-94.0,16.0,85.0,-19.0,-19.0
402.0,543.0,126.0,226.0,126.0,16.0,52.0,-131.0,-793.0,-167.0,163.0,163.0,126.0,89.0,89.0,-57.0,297.0,121.0,15.0
649.0,649.0,347.0,332.0,384.0,126.0,347.0,16.0,-535.0,89.0,236.0,200.0,200.0,126.0,200.0,89.0,226.0,85.0,156.0
50.0,226.0,16.0,121.0,-20.0,-57.0,-57.0,-94.0,-756.0,-57.0,-131.0,-20.0,-131.0,-57.0,-94.0,-20.0,15.0,-55.0,-19.0
332.0,473.0,89.0,226.0,89.0,163.0,200.0,52.0,-499.0,16.0,236.0,126.0,163.0,200.0,273.0,89.0,332.0,121.0,156.0
191.0,261.0,126.0,261.0,16.0,126.0,126.0,52.0,-499.0,163.0,-20.0,52.0,-94.0,52.0,-94.0,89.0,-19.0,-55.0,15.0
15.0,156.0,-57.0,121.0,-131.0,52.0,-94.0,-20.0,-572.0,16.0,52.0,52.0,16.0,89.0,16.0,52.0,121.0,85.0,-19.0
437.0,367.0,273.0,297.0,273.0,236.0,273.0,163.0,-241.0,236.0,273.0,200.0,273.0,236.0,200.0,236.0,156.0,121.0,261.0
-19.0,85.0,52.0,156.0,89.0,16.0,-57.0,16.0,-278.0,126.0,-94.0,52.0,16.0,-20.0,-94.0,89.0,-125.0,15.0,156.0
226.0,332.0,52.0,121.0,273.0,89.0,126.0,126.0,16.0,163.0,273.0,126.0,347.0,126.0,347.0,126.0,191.0,297.0,402.0
191.0,226.0,126.0,121.0,347.0,89.0,200.0,236.0,200.0,347.0,89.0,16.0,200.0,16.0,163.0,236.0,-55.0,121.0,402.0
-125.0,85.0,-57.0,-19.0,52.0,-20.0,-57.0,89.0,126.0,163.0,16.0,-20.0,126.0,16.0,89.0,126.0,85.0,156.0,297.0
367.0,367.0,200.0,156.0,347.0,200.0,384.0,236.0,457.0,347.0,310.0,200.0,310.0,236.0,310.0,273.0,297.0,191.0,473.0
-19.0,50.0,89.0,85.0,126.0,16.0,126.0,52.0,347.0,236.0,-131.0,52.0,-57.0,16.0,-57.0,126.0,-19.0,-19.0,156.0
85.0,226.0,52.0,85.0,163.0,89.0,163.0,52.0,420.0,89.0,200.0,163.0,236.0,163.0,273.0,126.0,332.0,226.0,226.0
261.0,297.0,200.0,226.0,347.0,163.0,347.0,163.0,568.0,236.0,126.0,163.0,163.0,89.0,163.0,163.0,121.0,156.0,191.0
-90.0,156.0,-57.0,121.0,52.0,16.0,-20.0,16.0,384.0,52.0,-57.0,52.0,-20.0,52.0,16.0,16.0,121.0,191.0,-19.0
437.0,437.0,163.0,261.0,236.0,236.0,347.0,200.0,641.0,236.0,273.0,236.0,273.0,236.0,347.0,236.0,367.0,226.0,226.0
191.0,121.0,52.0,156.0,-20.0,89.0,126.0,163.0,494.0,236.0,-131.0,52.0,-131.0,16.0,-94.0,200.0,15.0,-125.0,85.0
332.0,226.0,-57.0,121.0,-167.0,126.0,52.0,163.0,420.0,52.0,89.0,163.0,-57.0,236.0,126.0,200.0,332.0,-55.0,156.0
613.0,332.0,200.0,332.0,-20.0,273.0,310.0,236.0,494.0,236.0,126.0,273.0,-57.0,273.0,52.0,236.0,191.0,-125.0,156.0
50.0,15.0,-57.0,156.0,-278.0,89.0,-94.0,52.0,310.0,89.0,-131.0,126.0,-241.0,89.0,-131.0,52.0,15.0,-19.0,-55.0
297.0,261.0,89.0,261.0,126.0,273.0,236.0,236.0,641.0,273.0,236.0,310.0,200.0,310.0,310.0,236.0,261.0,332.0,261.0
-90.0,50.0,16.0,261.0,200.0,200.0,163.0,310.0,678.0,457.0,-57.0,163.0,52.0,126.0,-20.0,273.0,-90.0,191.0,191.0
-195.0,121.0,-131.0,85.0,200.0,126.0,52.0,273.0,678.0,347.0,126.0,126.0,236.0,200.0,163.0,236.0,191.0,332.0,261.0
297.0,367.0,200.0,191.0,568.0,236.0,384.0,347.0,862.0,420.0,310.0,200.0,457.0,200.0,273.0,310.0,191.0,261.0,402.0
-55.0,15.0,89.0,-19.0,347.0,16.0,52.0,126.0,568.0,126.0,-20.0,-20.0,200.0,16.0,-20.0,89.0,50.0,156.0,226.0
367.0,261.0,236.0,85.0,568.0,236.0,384.0,236.0,752.0,163.0,347.0,200.0,494.0,273.0,384.0,163.0,437.0,367.0,473.0
297.0,121.0,310.0,191.0,568.0,200.0,384.0,236.0,715.0,310.0,126.0,163.0,273.0,126.0,126.0,163.0,156.0,156.0,332.0
50.0,121.0,126.0,121.0,347.0,126.0,126.0,163.0,604.0,126.0,163.0,126.0,273.0,126.0,163.0,89.0,332.0,297.0,226.0
437.0,367.0,420.0,261.0,604.0,273.0,494.0,310.0,825.0,310.0,420.0,236.0,494.0,200.0,347.0,200.0,437.0,402.0,332.0
-19.0,85.0,236.0,121.0,310.0,52.0,163.0,126.0,604.0,163.0,16.0,89.0,126.0,16.0,-20.0,89.0,156.0,191.0,85.0
226.0,332.0,236.0,226.0,347.0,163.0,310.0,163.0,715.0,126.0,347.0,273.0,347.0,273.0,347.0,126.0,508.0,332.0,191.0
367.0,261.0,273.0,332.0,273.0,200.0,384.0,163.0,715.0,236.0,126.0,273.0,89.0,200.0,89.0,163.0,226.0,85.0,156.0
156.0,156.0,16.0,191.0,-131.0,52.0,52.0,52.0,494.0,-20.0,-20.0,163.0,-94.0,126.0,16.0,52.0,261.0,50.0,50.0
649.0,473.0,236.0,261.0,52.0,200.0,347.0,163.0,641.0,126.0,273.0,236.0,89.0,236.0,273.0,163.0,332.0,121.0,261.0
156.0,156.0,89.0,50.0,-204.0,-20.0,16.0,16.0,384.0,126.0,-94.0,16.0,-204.0,-57.0,-131.0,16.0,-55.0,-55.0,50.0
156.0,261.0,-20.0,15.0,-94.0,16.0,52.0,-20.0,457.0,89.0,200.0,89.0,89.0,52.0,163.0,52.0,226.0,226.0,191.0
261.0,261.0,163.0,121.0,200.0,89.0,236.0,89.0,568.0,236.0,163.0,89.0,163.0,52.0,52.0,126.0,15.0,156.0,261.0
-125.0,50.0,-57.0,-19.0,52.0,-20.0,-57.0,-57.0,347.0,16.0,-20.0,-20.0,52.0,16.0,-57.0,16.0,50.0,156.0,85.0
332.0,332.0,236.0,121.0,494.0,273.0,347.0,163.0,604.0,163.0,384.0,200.0,457.0,273.0,347.0,163.0,332.0,332.0,297.0
-19.0,15.0,236.0,50.0,420.0,163.0,163.0,163.0,420.0,163.0,16.0,52.0,200.0,52.0,16.0,89.0,-19.0,121.0,85.0
-19.0,85.0,163.0,-55.0,384.0,89.0,52.0,163.0,384.0,16.0,236.0,89.0,384.0,126.0,236.0,52.0,226.0,297.0,121.0
332.0,261.0,384.0,85.0,604.0,163.0,347.0,310.0,568.0,310.0,273.0,126.0,420.0,89.0,236.0,200.0,156.0,226.0,261.0
-19.0,50.0,126.0,-55.0,273.0,-57.0,16.0,89.0,347.0,163.0,16.0,-57.0,126.0,-94.0,-20.0,52.0,50.0,191.0,121.0
437.0,367.0,347.0,50.0,494.0,126.0,347.0,236.0,531.0,273.0,420.0,89.0,457.0,163.0,384.0,200.0,367.0,367.0,367.0
226.0,121.0,347.0,15.0,384.0,89.0,273.0,236.0,420.0,310.0,89.0,-20.0,163.0,16.0,16.0,200.0,85.0,156.0,261.0
85.0,121.0,163.0,-55.0,163.0,52.0,126.0,163.0,347.0,126.0,200.0,52.0,200.0,126.0,200.0,126.0,297.0,261.0,261.0
473.0,332.0,347.0,156.0,384.0,236.0,420.0,273.0,494.0,236.0,310.0,200.0,273.0,200.0,236.0,163.0,261.0,191.0,332.0
15.0,50.0,89.0,50.0,16.0,16.0,16.0,16.0,236.0,16.0,-57.0,52.0,-57.0,-20.0,-94.0,-57.0,15.0,50.0,85.0
402.0,367.0,200.0,156.0,126.0,163.0,273.0,126.0,384.0,52.0,347.0,236.0,236.0,163.0,273.0,52.0,402.0,332.0,297.0
367.0,297.0,310.0,156.0,89.0,126.0,310.0,126.0,310.0,163.0,52.0,89.0,-20.0,16.0,-20.0,89.0,121.0,85.0,156.0
191.0,226.0,89.0,15.0,-167.0,16.0,52.0,89.0,163.0,16.0,52.0,52.0,-57.0,89.0,16.0,52.0,261.0,121.0,50.0
578.0,402.0,310.0,156.0,200.0,273.0,420.0,273.0,347.0,200.0,310.0,236.0,200.0,273.0,236.0,200.0,261.0,121.0,226.0
15.0,-55.0,89.0,-19.0,52.0,89.0,16.0,89.0,89.0,52.0,-57.0,52.0,-20.0,89.0,-57.0,52.0,-90.0,-55.0,-19.0
191.0,121.0,89.0,-19.0,310.0,200.0,163.0,89.0,273.0,16.0,310.0,200.0,384.0,273.0,310.0,126.0,226.0,121.0,156.0
261.0,121.0,310.0,121.0,494.0,200.0,236.0,163.0,347.0,163.0,200.0,126.0,310.0,89.0,126.0,163.0,-19.0,-19.0,156.0
-55.0,-55.0,89.0,-19.0,236.0,16.0,-94.0,52.0,126.0,16.0,126.0,16.0,200.0,16.0,89.0,52.0,50.0,15.0,50.0
508.0,226.0,384.0,156.0,494.0,236.0,310.0,200.0,347.0,163.0,457.0,200.0,494.0,236.0,420.0,200.0,261.0,121.0,297.0
156.0,-19.0,273.0,50.0,236.0,52.0,16.0,52.0,126.0,89.0,89.0,52.0,89.0,-20.0,16.0,89.0,-90.0,-90.0,50.0
261.0,191.0,236.0,15.0,200.0,52.0,16.0,52.0,163.0,16.0,347.0,163.0,310.0,126.0,310.0,89.0,226.0,121.0,121.0
437.0,297.0,420.0,121.0,420.0,89.0,236.0,126.0,310.0,163.0,310.0,126.0,273.0,52.0,200.0,126.0,50.0,-19.0,156.0
-19.0,15.0,126.0,-160.0,89.0,-131.0,-94.0,-94.0,89.0,-94.0,52.0,-94.0,52.0,-94.0,52.0,-20.0,-19.0,-125.0,15.0
367.0,191.0,273.0,-90.0,273.0,52.0,236.0,16.0,273.0,-57.0,384.0,52.0,310.0,89.0,384.0,52.0,261.0,-55.0,261.0
50.0,-125.0,126.0,-125.0,52.0,-94.0,52.0,-131.0,89.0,-94.0,-57.0,-94.0,-57.0,-131.0,-94.0,-94.0,-90.0,-301.0,50.0
121.0,15.0,-20.0,-160.0,-57.0,-131.0,16.0,-241.0,52.0,-278.0,163.0,16.0,52.0,-20.0,126.0,-167.0,226.0,-55.0,50.0
508.0,226.0,273.0,50.0,200.0,16.0,310.0,-131.0,200.0,-131.0,236.0,89.0,163.0,52.0,163.0,-94.0,121.0,-19.0,121.0
15.0,-19.0,52.0,-125.0,-94.0,-131.0,-131.0,-241.0,-57.0,-315.0,-94.0,-57.0,-94.0,-94.0,-131.0,-204.0,-90.0,-55.0,-90.0
367.0,332.0,200.0,-19.0,200.0,52.0,126.0,-94.0,126.0,-167.0,273.0,89.0,236.0,126.0,200.0,-94.0,226.0,121.0,156.0
156.0,156.0,163.0,-19.0,163.0,-57.0,52.0,-131.0,52.0,-57.0,-20.0,-20.0,-57.0,-94.0,-94.0,-131.0,-90.0,-160.0,50.0
15.0,121.0,16.0,-90.0,52.0,-131.0,-94.0,-204.0,-57.0,-278.0,126.0,-20.0,89.0,-20.0,89.0,-241.0,156.0,-19.0,50.0
402.0,297.0,273.0,121.0,347.0,89.0,236.0,-57.0,89.0,-57.0,347.0,89.0,273.0,16.0,236.0,-94.0,121.0,15.0,156.0
-90.0,15.0,89.0,-19.0,52.0,-57.0,-204.0,-167.0,-131.0,-57.0,-20.0,-131.0,-20.0,-167.0,-94.0,-167.0,-125.0,-55.0,-55.0
297.0,332.0,200.0,50.0,236.0,126.0,16.0,52.0,52.0,16.0,384.0,89.0,310.0,126.0,347.0,16.0,191.0,156.0,156.0
332.0,226.0,273.0,85.0,236.0,126.0,52.0,89.0,52.0,126.0,126.0,52.0,89.0,52.0,89.0,89.0,-125.0,-90.0,85.0
15.0,121.0,16.0,-19.0,-57.0,-20.0,-278.0,-57.0,-94.0,-57.0,52.0,52.0,16.0,89.0,52.0,-20.0,-19.0,-19.0,-19.0
367.0,367.0,236.0,226.0,200.0,200.0,126.0,89.0,200.0,200.0,273.0,236.0,163.0,236.0,236.0,163.0,156.0,121.0,191.0
-90.0,85.0,16.0,121.0,-131.0,16.0,-131.0,-20.0,16.0,163.0,-167.0,89.0,-204.0,52.0,-167.0,52.0,-125.0,50.0,-19.0
85.0,332.0,16.0,191.0,-57.0,200.0,52.0,89.0,89.0,200.0,163.0,273.0,52.0,310.0,200.0,200.0,226.0,367.0,121.0
156.0,297.0,126.0,297.0,52.0,310.0,163.0,236.0,126.0,420.0,16.0,310.0,-94.0,273.0,-20.0,273.0,-19.0,261.0,50.0
-231.0,156.0,-94.0,191.0,-204.0,273.0,-131.0,126.0,-94.0,200.0,-131.0,236.0,-204.0,273.0,-131.0,163.0,50.0,367.0,-125.0
261.0,508.0,200.0,473.0,126.0,531.0,273.0,273.0,126.0,273.0,200.0,457.0,89.0,494.0,163.0,310.0,332.0,613.0,50.0
-90.0,261.0,126.0,437.0,-57.0,384.0,89.0,89.0,16.0,163.0,-167.0,310.0,-204.0,273.0,-204.0,200.0,85.0,473.0,-160.0
15.0,437.0,126.0,402.0,-20.0,420.0,163.0,126.0,126.0,89.0,163.0,384.0,126.0,420.0,200.0,236.0,437.0,649.0,15.0
226.0,437.0,347.0,473.0,200.0,494.0,347.0,273.0,273.0,384.0,163.0,384.0,163.0,384.0,126.0,347.0,191.0,437.0,50.0
-231.0,191.0,52.0,226.0,-94.0,273.0,-131.0,126.0,16.0,273.0,-20.0,236.0,-20.0,273.0,-20.0,236.0,15.0,297.0,-125.0
191.0,473.0,200.0,332.0,236.0,420.0,200.0,310.0,200.0,420.0,347.0,420.0,310.0,457.0,420.0,384.0,226.0,402.0,191.0
